,osm_id,Extra_cost,Number_of_accidents_total,Number_of_casualties_total,Average_severity,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5
226,11808842,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
227,139216146,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228,31618437,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
229,31827602,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
230,39269083,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
231,31823617,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
232,27382625,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
233,23895960,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
234,31572856,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
235,25919158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
236,39227976,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
237,30325489,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
238,154360662,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
239,169589830,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
240,4480339,0.03787878787878787,1,1,3.0,0.03787878787878787,0.03787878787878791,0.03787878787878791,0.03787878787878791,0.03787878787878777
241,24945511,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
242,155307955,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
243,31975525,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
244,22793024,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
245,270971653,0.07954545454545454,1,1,2.0,0.07954545454545453,0.07954545454545461,0.07954545454545447,0.0795454545454546,0.07954545454545447
246,153587585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
247,38860588,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
248,561556013,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
249,201889361,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
250,240135165,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
251,60419144,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
